trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.07999999999999918}",30,13,18.455839405211304,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.07499999999999918}",20,13,-27.25828871824567,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.06999999999999917}",25,17,15.64824917440379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.06499999999999917}",20,9,20.000256230726023,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.05999999999999917}",30,16,25.146273177939605,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.054999999999999175}",20,11,15.53457872087005,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.04999999999999918}",25,13,22.281904218927583,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.5, 'e': 0.04499999999999918}",20,13,10.88480504193833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.5, 'e': 0.03999999999999918}",20,3,26.4620752773625,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.5, 'e': 0.034999999999999185}",25,11,24.008402039563563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.5, 'e': 0.029999999999999184}",25,8,-12.45231003513291,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0.5, 'e': 0.024999999999999183}",20,10,19.91583428424478,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.5, 'e': 0.01999999999999918}",20,15,-2.977106354282461,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
7,True,"{'a': 0.5, 'e': 0.01499999999999918}",30,20,19.874240961393387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.5, 'e': 0.00999999999999918}",20,10,18.292085396417704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.5, 'e': 0.00499999999999918}",35,15,36.26292711270128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.5, 'e': -8.205242041370298e-16}",20,12,14.786933652080126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
